,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Soda_Ash_T
197,Sungai Tengi,5.59,2021-03-17,241.88,317.29,1.39,0.8,0.21,28.0,0.0,19.33,7.11,3.29,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,26.439999999999998
198,Sungai Tengi,5.74,2021-03-18,38.42,220.29,1.16,0.29,0.11,13.42,0.0,14.58,7.11,3.68,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,21.69
199,Sungai Tengi,5.81,2021-03-19,95.3,465.79,2.09,0.6,0.27,15.83,0.0,13.17,7.11,4.07,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,20.28
200,Sungai Tengi,5.77,2021-03-20,31.07,180.21,1.26,0.2,0.09,12.58,0.0,11.92,7.09,3.28,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,19.009999999999998
201,Sungai Tengi,6.01,2021-03-21,30.52,145.0,1.41,0.32,0.05,11.33,0.0,11.33,6.26,3.22,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,17.59
202,Sungai Tengi,5.92,2021-03-22,32.66,230.53,1.59,0.49,0.08,12.67,0.0,12.67,8.01,3.39,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,20.68
203,Sungai Tengi,5.96,2021-03-23,25.84,205.24,1.59,0.0,0.08,12.4,0.0,12.4,8.45,3.9,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,20.85
204,Sungai Tengi,6.05,2021-03-24,19.1,160.63,1.65,0.2,0.05,11.0,0.0,11.5,8.15,3.89,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,19.65
205,Sungai Tengi,6.07,2021-03-25,17.74,136.42,1.69,0.28,0.05,9.56,0.0,8.89,6.95,3.6,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,15.84
206,Sungai Tengi,5.99,2021-03-26,84.31,197.88,1.73,0.29,0.15,14.83,0.0,14.33,6.91,3.61,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,21.240000000000002
207,Sungai Tengi,5.94,2021-03-27,38.87,232.67,1.76,0.31,0.11,11.25,0.0,11.58,7.93,3.66,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,19.509999999999998
208,Sungai Tengi,5.75,2021-03-28,189.88,478.08,2.09,1.24,0.36,18.5,0.0,17.67,6.99,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.58,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,24.660000000000004
209,Sungai Tengi,5.32,2021-03-29,54.5,309.21,0.89,0.19,0.14,16.0,0.0,17.0,7.1,3.59,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,24.1
210,Sungai Tengi,5.53,2021-03-30,21.16,117.79,0.81,0.19,0.06,11.17,0.0,16.42,7.49,3.58,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,23.910000000000004
211,Sungai Tengi,5.59,2021-03-31,16.41,82.29,1.08,0.18,0.05,9.3,0.0,15.5,7.3,3.53,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Tengi,22.8
212,Sungai Tengi,5.51,2021-05-01,93.69,352.53,1.45,1.16,0.26,15.22,0.0,17.22,3.92,7.04,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,21.14
213,Sungai Tengi,5.34,2021-05-02,32.17,113.29,0.81,0.23,0.07,11.33,0.0,16.0,7.04,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,23.04
214,Sungai Tengi,5.27,2021-05-03,18.52,142.16,0.69,0.14,0.06,10.0,0.0,15.0,7.04,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,22.04
215,Sungai Tengi,5.54,2021-05-04,16.58,113.15,0.73,0.15,0.05,10.0,0.0,15.2,7.04,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,22.24
216,Sungai Tengi,5.48,2021-05-05,15.68,115.85,0.87,0.23,0.02,9.6,0.0,14.8,7.04,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,21.84
217,Sungai Tengi,5.42,2021-05-06,11.87,100.33,0.6,0.12,0.03,7.83,0.0,13.0,7.78,3.37,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,20.78
218,Sungai Tengi,5.36,2021-05-07,38.72,248.54,1.27,0.35,0.16,14.17,0.0,15.5,7.04,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,22.54
219,Sungai Tengi,5.29,2021-05-08,33.5,207.65,0.87,0.26,0.06,14.1,0.0,17.8,7.87,3.73,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.58,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,25.67
220,Sungai Tengi,5.24,2021-05-09,13.78,71.0,0.74,0.11,0.04,10.0,0.0,16.0,7.82,3.15,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.58,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,23.82
221,Sungai Tengi,5.33,2021-05-10,41.71,195.48,0.96,0.88,0.1,12.27,0.0,13.64,7.93,3.77,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.58,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,21.57
222,Sungai Tengi,5.34,2021-05-11,13.25,83.75,1.02,0.13,0.04,10.0,0.0,16.0,9.0,3.5,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,25.0
223,Sungai Tengi,5.36,2021-05-12,13.98,49.0,0.69,0.14,0.05,10.0,0.0,15.0,9.0,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,24.0
224,Sungai Tengi,5.47,2021-05-13,100.55,542.54,1.43,0.55,0.14,19.0,0.0,16.0,8.65,3.76,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.6,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,24.65
225,Sungai Tengi,5.25,2021-05-14,34.15,229.21,1.09,0.13,0.09,14.0,0.0,16.58,8.91,3.79,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,25.49
226,Sungai Tengi,5.43,2021-05-15,14.11,96.42,0.73,0.13,0.05,10.0,0.0,13.5,9.0,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,22.5
227,Sungai Tengi,5.41,2021-05-16,33.58,221.1,1.08,0.14,0.07,13.4,0.0,16.6,9.0,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,25.6
228,Sungai Tengi,5.37,2021-05-17,21.53,185.46,0.68,0.17,0.07,12.0,0.0,17.0,9.3,3.98,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,26.3
229,Sungai Tengi,5.16,2021-05-18,18.71,131.3,0.61,0.06,0.04,12.0,0.0,16.2,9.0,3.68,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,25.2
230,Sungai Tengi,5.3,2021-05-19,10.81,86.95,0.67,0.07,0.04,8.0,0.0,12.0,9.0,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,21.0
231,Sungai Tengi,5.49,2021-05-20,10.03,73.65,0.72,0.11,0.04,8.0,0.0,12.0,17.1,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,29.1
232,Sungai Tengi,5.59,2021-05-21,16.55,124.71,0.81,0.21,0.04,9.75,0.0,12.0,9.0,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,21.0
233,Sungai Tengi,5.71,2021-05-22,9.31,55.3,0.92,0.11,0.03,6.0,0.0,10.0,7.04,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,17.04
234,Sungai Tengi,5.65,2021-05-23,8.62,50.76,0.83,0.08,0.02,6.0,0.0,10.0,7.04,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,17.04
235,Sungai Tengi,5.75,2021-05-24,8.25,55.32,0.96,0.1,0.02,6.0,0.0,10.0,7.04,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,17.04
236,Sungai Tengi,5.78,2021-05-25,8.76,54.14,0.91,0.14,0.03,6.0,0.0,10.0,7.04,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,17.04
237,Sungai Tengi,5.69,2021-05-26,81.92,351.89,0.98,0.48,0.04,12.67,0.0,12.89,5.86,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,18.75
238,Sungai Tengi,5.49,2021-05-27,102.33,458.78,1.21,0.37,0.09,19.44,0.0,18.78,7.17,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,25.950000000000003
239,Sungai Tengi,5.35,2021-05-28,19.44,113.95,0.75,0.14,0.04,11.2,0.0,15.0,5.86,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,20.86
240,Sungai Tengi,5.49,2021-05-29,14.22,74.17,0.76,0.14,0.05,8.0,0.0,14.0,5.86,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,19.86
241,Sungai Tengi,5.56,2021-05-30,10.41,80.0,0.68,0.06,0.03,6.0,0.0,8.5,7.04,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,15.54
242,Sungai Tengi,5.71,2021-05-31,9.55,74.67,0.73,0.2,0.03,6.0,0.0,8.0,7.04,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Tengi,15.04
243,Sungai Tengi,5.8,2021-11-01,41.81,282.5,1.0,0.57,0.11,12.6,0.0,15.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,25.0
244,Sungai Tengi,5.75,2021-11-02,17.14,134.0,0.95,0.14,0.05,14.0,0.0,16.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,26.0
245,Sungai Tengi,5.82,2021-11-03,9.65,53.0,0.84,0.28,0.04,8.0,0.0,10.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,20.0
246,Sungai Tengi,5.6,2021-11-04,50.94,231.29,1.08,0.41,0.11,13.67,0.0,14.17,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,24.17
247,Sungai Tengi,5.63,2021-11-05,21.49,176.5,0.97,0.19,0.05,15.4,0.0,16.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,26.0
248,Sungai Tengi,5.78,2021-11-06,14.13,88.33,0.58,0.21,0.05,14.0,0.0,15.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,25.0
249,Sungai Tengi,5.66,2021-11-07,11.35,78.29,0.57,0.2,0.04,11.7,0.0,14.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,24.0
250,Sungai Tengi,5.83,2021-11-08,12.53,91.96,0.85,0.16,0.06,7.0,0.0,10.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,18.0
251,Sungai Tengi,5.71,2021-11-09,11.25,88.63,0.69,0.14,0.04,7.0,0.0,10.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,18.0
252,Sungai Tengi,5.96,2021-11-10,9.98,82.4,0.66,0.14,0.04,7.0,0.0,10.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,18.0
253,Sungai Tengi,6.01,2021-11-11,11.72,87.12,0.81,0.18,0.06,7.0,0.0,10.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,18.0
254,Sungai Tengi,5.84,2021-11-12,11.51,82.5,0.99,0.19,0.03,8.0,0.0,11.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,19.0
255,Sungai Tengi,6.05,2021-11-13,9.93,86.32,0.91,0.09,0.03,6.0,0.0,8.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,16.0
256,Sungai Tengi,6.17,2021-11-14,10.4,92.5,0.94,0.14,0.02,6.5,0.0,9.33,8.76,3.22,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,18.09
257,Sungai Tengi,6.02,2021-11-15,8.18,70.0,0.89,0.15,0.03,6.0,0.0,8.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,16.0
258,Sungai Tengi,5.97,2021-11-16,9.36,85.0,0.92,0.2,0.03,6.0,0.0,8.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,16.0
259,Sungai Tengi,6.15,2021-11-17,9.51,86.84,0.93,0.15,0.04,6.0,0.0,8.0,7.6,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,15.6
260,Sungai Tengi,5.97,2021-11-18,9.1,90.0,0.87,0.15,0.02,6.0,0.0,8.0,7.6,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,15.6
261,Sungai Tengi,6.14,2021-11-19,7.52,80.83,0.9,0.15,0.01,6.0,0.0,8.0,7.6,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,15.6
262,Sungai Tengi,5.92,2021-11-20,201.23,507.88,0.76,0.0,0.04,12.5,0.0,11.0,7.2,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,18.2
263,Sungai Tengi,5.58,2021-11-21,18.23,100.0,0.86,0.28,0.05,10.0,0.0,13.0,7.6,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,20.6
264,Sungai Tengi,5.71,2021-11-22,50.4,257.75,1.57,0.41,0.19,14.17,0.0,14.0,7.6,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Tengi,21.6
