WTP,TestDate,RawWaterTotalViolation,wqc_raw_total_min,wqc_raw_total_avg,wqc_raw_total_max
Langat 2,3/3/2022,pH,6.98,7.03,7.07
Langat 2,3/3/2022,Ammonia (NH4),0.08,0.14,0.19
Langat 2,3/3/2022,Ferum/Iron (Fe),2.02,2.62,3.22
Langat 2,3/3/2022,Turbidity,211,328.83,489
Langat 2,3/3/2022,Manganese (Mn),0.37,0.61,0.85
Langat 2,4/3/2022,Color,14,21.17,28
Langat 2,4/3/2022,pH,6.77,6.98,7.76
Langat 2,4/3/2022,Ammonia (NH4),0.14,0.34,0.53
Langat 2,4/3/2022,Ferum/Iron (Fe),2.14,4.9,7.65
Langat 2,4/3/2022,Turbidity,468,919.67,1559
Langat 2,4/3/2022,Manganese (Mn),0.71,1.41,2.1
Langat 2,5/3/2022,Color,19,20.83,23
Langat 2,5/3/2022,pH,6.7,6.93,7.07
Langat 2,5/3/2022,Ammonia (NH4),0.18,0.25,0.31
Langat 2,5/3/2022,Ferum/Iron (Fe),3.8,4.46,5.12
Langat 2,5/3/2022,Turbidity,337,484,602
Langat 2,5/3/2022,Manganese (Mn),0.78,0.8,0.82
Langat 2,6/3/2022,Color,11,17.5,21
Langat 2,6/3/2022,pH,6.8,6.99,7.14
Langat 2,6/3/2022,Ammonia (NH4),0.15,0.17,0.19
Langat 2,6/3/2022,Ferum/Iron (Fe),1.81,2.17,2.52
Langat 2,6/3/2022,Turbidity,133,270.83,377
Langat 2,6/3/2022,Manganese (Mn),0.42,0.51,0.59
Langat 2,7/3/2022,Color,13,17.33,24
Langat 2,7/3/2022,pH,6.74,6.91,7
Langat 2,7/3/2022,Ammonia (NH4),0.12,0.13,0.13
Langat 2,7/3/2022,Ferum/Iron (Fe),1.42,1.57,1.72
Langat 2,7/3/2022,Turbidity,145,280.67,492
Langat 2,7/3/2022,Manganese (Mn),0.22,0.28,0.33
Langat 2,8/3/2022,Color,10,14.5,21
Langat 2,8/3/2022,pH,6.8,6.95,7.02
Langat 2,8/3/2022,Ammonia (NH4),0.16,0.18,0.19
Langat 2,8/3/2022,Ferum/Iron (Fe),1.22,1.56,1.89
Langat 2,8/3/2022,Turbidity,2.77,191.46,352
Langat 2,8/3/2022,Manganese (Mn),0.24,0.33,0.41
Langat 2,9/3/2022,Color,13,23.17,41
Langat 2,9/3/2022,pH,6.82,7.02,7.22
Langat 2,9/3/2022,Ammonia (NH4),0.11,0.43,0.74
Langat 2,9/3/2022,Ferum/Iron (Fe),1.2,6.7,12.2
Langat 2,9/3/2022,Turbidity,178,723.5,2229
Langat 2,9/3/2022,Manganese (Mn),0.14,1.79,3.43
Langat 2,10/3/2022,Color,15,27.33,51
Langat 2,10/3/2022,pH,6.63,6.85,7.06
Langat 2,10/3/2022,Ammonia (NH4),0.11,0.76,1.41
Langat 2,10/3/2022,Ferum/Iron (Fe),1.71,14.26,26.8
Langat 2,10/3/2022,Turbidity,221,1618.83,4374
Langat 2,10/3/2022,Manganese (Mn),0.21,4.12,8.02
Langat 2,11/3/2022,Color,17,19.67,26
Langat 2,11/3/2022,pH,6.89,6.98,7.08
Langat 2,11/3/2022,Ammonia (NH4),0.74,2.01,3.28
Langat 2,11/3/2022,Ferum/Iron (Fe),1.1,4.45,7.8
Langat 2,11/3/2022,Turbidity,411,791.5,1384
Langat 2,11/3/2022,Manganese (Mn),0.73,1.5,2.26
Langat 2,12/3/2022,Color,11,12.5,14
Langat 2,12/3/2022,pH,6.97,7.03,7.1
Langat 2,12/3/2022,Ammonia (NH4),0.09,0.21,0.32
Langat 2,12/3/2022,Ferum/Iron (Fe),1.79,1.94,2.09
Langat 2,12/3/2022,Turbidity,141,336.83,555
Langat 2,12/3/2022,Manganese (Mn),0.35,0.46,0.56
Langat 2,13/3/2022,Color,10,12.17,13
Langat 2,13/3/2022,pH,7.04,7.08,7.1
Langat 2,13/3/2022,Ammonia (NH4),0.1,0.12,0.14
Langat 2,13/3/2022,Ferum/Iron (Fe),1.1,1.17,1.23
Langat 2,13/3/2022,Turbidity,90,99.33,122
Langat 2,13/3/2022,Manganese (Mn),0.22,0.23,0.24
Langat 2,14/3/2022,Color,8,10,12
Langat 2,14/3/2022,pH,7.13,7.2,7.26
Langat 2,14/3/2022,Ammonia (NH4),0.09,0.11,0.12
Langat 2,14/3/2022,Ferum/Iron (Fe),1.11,1.11,1.11
Langat 2,14/3/2022,Turbidity,70,80.33,92
Langat 2,14/3/2022,Manganese (Mn),0.14,0.15,0.16
Langat 2,15/3/2022,Color,9,13,20
Langat 2,15/3/2022,pH,7.06,7.17,7.23
Langat 2,15/3/2022,Ammonia (NH4),0.16,0.16,0.16
Langat 2,15/3/2022,Ferum/Iron (Fe),1.88,1.93,1.98
Langat 2,15/3/2022,Turbidity,123,215.67,459
Langat 2,15/3/2022,Manganese (Mn),0.37,0.41,0.45
Langat 2,16/3/2022,Color,23,26.17,31
Langat 2,16/3/2022,pH,7.1,7.15,7.2
Langat 2,16/3/2022,Ammonia (NH4),0.24,0.52,0.79
Langat 2,16/3/2022,Ferum/Iron (Fe),2.64,3.86,5.08
Langat 2,16/3/2022,Turbidity,187,684.67,1898
Langat 2,16/3/2022,Manganese (Mn),0.5,0.69,0.88
Langat 2,17/3/2022,Color,22,28.5,34
Langat 2,17/3/2022,pH,6.95,7.01,7.04
Langat 2,17/3/2022,Ammonia (NH4),0.58,0.65,0.72
Langat 2,17/3/2022,Ferum/Iron (Fe),4.99,5.43,5.86
Langat 2,17/3/2022,Turbidity,459,814.83,1208
Langat 2,17/3/2022,Manganese (Mn),1.13,1.17,1.21
Langat 2,18/3/2022,Color,20,26.83,39
Langat 2,18/3/2022,pH,6.7,7.02,7.16
Langat 2,18/3/2022,Ammonia (NH4),0.38,0.4,0.41
Langat 2,18/3/2022,Ferum/Iron (Fe),5.21,5.61,6.01
Langat 2,18/3/2022,Turbidity,360,855.17,2024
Langat 2,18/3/2022,Manganese (Mn),0.99,0.99,0.99
Langat 2,19/3/2022,Color,30,32.33,36
Langat 2,19/3/2022,pH,6.83,6.91,6.96
Langat 2,19/3/2022,Ammonia (NH4),0.24,0.32,0.39
Langat 2,19/3/2022,Ferum/Iron (Fe),5.04,5.22,5.4
Langat 2,19/3/2022,Turbidity,510,769.33,1208
Langat 2,19/3/2022,Manganese (Mn),1.22,1.36,1.5
Langat 2,20/3/2022,Color,20,24.5,32
Langat 2,20/3/2022,pH,6.95,7.15,7.95
Langat 2,20/3/2022,Ammonia (NH4),0.15,0.19,0.23
Langat 2,20/3/2022,Ferum/Iron (Fe),2.46,2.72,2.97
Langat 2,20/3/2022,Turbidity,226,309.67,428
Langat 2,20/3/2022,Manganese (Mn),0.49,0.55,0.6
Langat 2,21/3/2022,Color,12,18.33,28
Langat 2,21/3/2022,pH,7.08,7.14,7.3
Langat 2,21/3/2022,Ammonia (NH4),0.12,0.15,0.18
Langat 2,21/3/2022,Ferum/Iron (Fe),1.56,1.82,2.08
Langat 2,21/3/2022,Turbidity,140,219.33,508
Langat 2,21/3/2022,Manganese (Mn),0.29,0.35,0.4
Langat 2,22/3/2022,Color,12,17.17,32
Langat 2,22/3/2022,pH,7.09,7.17,7.34
Langat 2,22/3/2022,Ammonia (NH4),0.1,0.1,0.1
Langat 2,22/3/2022,Ferum/Iron (Fe),1.09,1.23,1.37
Langat 2,22/3/2022,Turbidity,94,205.67,666
Langat 2,22/3/2022,Manganese (Mn),0.18,0.21,0.23
Langat 2,23/3/2022,Color,11,15.33,21
Langat 2,23/3/2022,pH,7.2,7.23,7.27
Langat 2,23/3/2022,Ammonia (NH4),0.07,0.09,0.11
Langat 2,23/3/2022,Ferum/Iron (Fe),1.08,1.23,1.37
Langat 2,23/3/2022,Turbidity,57,105.83,206
Langat 2,23/3/2022,Manganese (Mn),0.13,0.17,0.21
Langat 2,24/3/2022,Color,14,16.67,19
Langat 2,24/3/2022,pH,7.11,7.15,7.2
Langat 2,24/3/2022,Ammonia (NH4),0.08,0.11,0.13
Langat 2,24/3/2022,Ferum/Iron (Fe),1.4,1.46,1.52
Langat 2,24/3/2022,Turbidity,78,138,220
Langat 2,24/3/2022,Manganese (Mn),0.2,0.23,0.26
Langat 2,25/3/2022,Color,12,13.17,14
Langat 2,25/3/2022,pH,7.21,7.27,7.36
Langat 2,25/3/2022,Ammonia (NH4),0.05,0.06,0.07
Langat 2,25/3/2022,Ferum/Iron (Fe),1.08,1.15,1.22
Langat 2,25/3/2022,Turbidity,58,65.83,73
Langat 2,25/3/2022,Manganese (Mn),0.16,0.18,0.19
Langat 2,26/3/2022,Color,10,14.67,17
Langat 2,26/3/2022,pH,7.11,7.28,7.34
Langat 2,26/3/2022,Ammonia (NH4),0.07,0.08,0.08
Langat 2,26/3/2022,Ferum/Iron (Fe),1.19,1.32,1.44
Langat 2,26/3/2022,Turbidity,71,128.17,212
Langat 2,26/3/2022,Manganese (Mn),0.14,0.14,0.14
Langat 2,27/3/2022,Color,18,19.17,22
Langat 2,27/3/2022,pH,7.09,7.14,7.2
Langat 2,27/3/2022,Ammonia (NH4),0.16,0.17,0.18
Langat 2,27/3/2022,Ferum/Iron (Fe),1.84,1.97,2.1
Langat 2,27/3/2022,Turbidity,121,221.5,340
Langat 2,27/3/2022,Manganese (Mn),0.18,0.2,0.21
Langat 2,28/3/2022,Color,9,15.67,22
Langat 2,28/3/2022,pH,7.17,7.23,7.31
Langat 2,28/3/2022,Ammonia (NH4),0.09,0.11,0.13
Langat 2,28/3/2022,Ferum/Iron (Fe),1.18,2.41,3.63
Langat 2,28/3/2022,Turbidity,66,168.02,346
Langat 2,28/3/2022,Manganese (Mn),0.17,0.45,0.73
Langat 2,29/3/2022,Color,10,13.67,18
Langat 2,29/3/2022,pH,7.14,7.25,7.43
Langat 2,29/3/2022,Ammonia (NH4),0.11,0.11,0.11
Langat 2,29/3/2022,Ferum/Iron (Fe),1.42,1.49,1.56
Langat 2,29/3/2022,Turbidity,103,118.17,146
Langat 2,29/3/2022,Manganese (Mn),0.24,0.25,0.25
Langat 2,30/3/2022,Color,12,18,28
Langat 2,30/3/2022,pH,7.21,7.31,7.4
Langat 2,30/3/2022,Ammonia (NH4),0.02,0.57,1.11
Langat 2,30/3/2022,Ferum/Iron (Fe),1.43,2.66,3.88
Langat 2,30/3/2022,Turbidity,88,174.33,365
Langat 2,30/3/2022,Manganese (Mn),0.22,0.32,0.41
Langat 2,31/3/2022,Color,6,16.17,26
Langat 2,31/3/2022,pH,7.2,7.27,7.39
Langat 2,31/3/2022,Ammonia (NH4),0.14,0.19,0.24
Langat 2,31/3/2022,Ferum/Iron (Fe),2.11,2.25,2.38
Langat 2,31/3/2022,Turbidity,133,281.5,591
Langat 2,31/3/2022,Manganese (Mn),0.31,0.38,0.44
Langat 2,1/4/2022,Color,21,22.67,24
Langat 2,1/4/2022,pH,7.13,7.17,7.23
Langat 2,1/4/2022,Ammonia (NH4),0.33,0.37,0.41
Langat 2,1/4/2022,Ferum/Iron (Fe),3.72,4.55,5.38
Langat 2,1/4/2022,Turbidity,424,542.17,608
Langat 2,1/4/2022,Manganese (Mn),1.08,1.14,1.2
Langat 2,2/4/2022,Color,7,15.5,24
Langat 2,2/4/2022,pH,7.15,7.21,7.26
Langat 2,2/4/2022,Ammonia (NH4),0.2,0.24,0.28
Langat 2,2/4/2022,Ferum/Iron (Fe),2.51,2.85,3.19
Langat 2,2/4/2022,Turbidity,181,318.5,549
Langat 2,2/4/2022,Manganese (Mn),0.47,0.56,0.65
Langat 2,3/4/2022,Color,16,17,18
Langat 2,3/4/2022,pH,7.19,7.21,7.24
Langat 2,3/4/2022,Ammonia (NH4),0.28,0.33,0.37
Langat 2,3/4/2022,Ferum/Iron (Fe),2.8,3.08,3.36
Langat 2,3/4/2022,Turbidity,286,337.67,368
Langat 2,3/4/2022,Manganese (Mn),0.64,0.68,0.71
Langat 2,4/4/2022,Color,8,19.17,26
Langat 2,4/4/2022,pH,7.13,7.24,7.4
Langat 2,4/4/2022,Ammonia (NH4),0.1,0.22,0.34
Langat 2,4/4/2022,Ferum/Iron (Fe),1.25,2.49,3.72
Langat 2,4/4/2022,Turbidity,120,421.83,620
Langat 2,4/4/2022,Manganese (Mn),0.2,0.54,0.88
Langat 2,5/4/2022,Color,18,20.83,27
Langat 2,5/4/2022,pH,7.13,7.21,7.27
Langat 2,5/4/2022,Ammonia (NH4),0.29,0.33,0.36
Langat 2,5/4/2022,Ferum/Iron (Fe),3.29,3.7,4.1
Langat 2,5/4/2022,Turbidity,273,410.33,657
Langat 2,5/4/2022,Manganese (Mn),0.66,0.89,1.11
Langat 2,6/4/2022,Color,16,24.5,30
Langat 2,6/4/2022,pH,7.11,7.22,7.28
Langat 2,6/4/2022,Ammonia (NH4),0.26,0.27,0.28
Langat 2,6/4/2022,Ferum/Iron (Fe),2.86,3.53,4.2
Langat 2,6/4/2022,Turbidity,201,616.17,966
Langat 2,6/4/2022,Manganese (Mn),0.53,0.68,0.82
Langat 2,7/4/2022,Color,12,15.5,23
Langat 2,7/4/2022,pH,7.2,7.26,7.29
Langat 2,7/4/2022,Ammonia (NH4),0.13,0.17,0.2
Langat 2,7/4/2022,Ferum/Iron (Fe),1.04,1.8,2.55
Langat 2,7/4/2022,Turbidity,203,246.67,366
Langat 2,7/4/2022,Manganese (Mn),0.46,0.49,0.51
Langat 2,8/4/2022,Color,10,15,20
Langat 2,8/4/2022,pH,7.24,7.29,7.32
Langat 2,8/4/2022,Ammonia (NH4),0.14,0.17,0.2
Langat 2,8/4/2022,Ferum/Iron (Fe),1.77,2.29,2.8
Langat 2,8/4/2022,Turbidity,147,252.67,491
Langat 2,8/4/2022,Manganese (Mn),0.32,0.42,0.51
Langat 2,9/4/2022,Color,16,19.67,27
Langat 2,9/4/2022,pH,7.22,7.31,7.36
Langat 2,9/4/2022,Ammonia (NH4),0.19,0.3,0.41
Langat 2,9/4/2022,Ferum/Iron (Fe),2.68,3.28,3.88
Langat 2,9/4/2022,Turbidity,249,461.83,812
Langat 2,9/4/2022,Manganese (Mn),0.54,0.84,1.13
Langat 2,10/4/2022,Color,15,18.17,23
Langat 2,10/4/2022,pH,7.21,7.28,7.32
Langat 2,10/4/2022,Ammonia (NH4),0.17,0.37,0.56
Langat 2,10/4/2022,Ferum/Iron (Fe),2.79,4.02,5.25
Langat 2,10/4/2022,Turbidity,223,544.17,1120
Langat 2,10/4/2022,Manganese (Mn),0.52,0.74,0.96
Langat 2,11/4/2022,Color,13,17.33,25
Langat 2,11/4/2022,pH,7.15,7.19,7.22
Langat 2,11/4/2022,Ammonia (NH4),0.13,0.24,0.35
Langat 2,11/4/2022,Ferum/Iron (Fe),2.93,3.31,3.69
Langat 2,11/4/2022,Turbidity,286,401,512
Langat 2,11/4/2022,Manganese (Mn),0.6,0.65,0.7
Langat 2,12/4/2022,Color,13,20.33,29
Langat 2,12/4/2022,pH,7.16,7.2,7.24
Langat 2,12/4/2022,Ammonia (NH4),0.14,0.26,0.38
Langat 2,12/4/2022,Ferum/Iron (Fe),1.67,2.58,3.49
Langat 2,12/4/2022,Turbidity,133,325.67,620
Langat 2,12/4/2022,Manganese (Mn),0.3,0.56,0.82
Langat 2,13/4/2022,Color,20,28.67,34
Langat 2,13/4/2022,pH,7.1,7.13,7.21
Langat 2,13/4/2022,Ammonia (NH4),0.27,0.34,0.41
Langat 2,13/4/2022,Ferum/Iron (Fe),2.52,3.84,5.16
Langat 2,13/4/2022,Turbidity,270,489.67,714
Langat 2,13/4/2022,Manganese (Mn),0.56,0.84,1.11
Langat 2,14/4/2022,Color,13,15.17,18
Langat 2,14/4/2022,pH,7.03,7.16,7.26
Langat 2,14/4/2022,Ammonia (NH4),0.12,0.16,0.2
Langat 2,14/4/2022,Ferum/Iron (Fe),1.93,2.38,2.83
Langat 2,14/4/2022,Turbidity,147,210.67,302
Langat 2,14/4/2022,Manganese (Mn),0.33,0.41,0.49
Langat 2,15/4/2022,Color,14,21.83,28
Langat 2,15/4/2022,pH,7.02,7.13,7.22
Langat 2,15/4/2022,Ammonia (NH4),0.12,0.27,0.41
Langat 2,15/4/2022,Ferum/Iron (Fe),1.98,3.59,5.2
Langat 2,15/4/2022,Turbidity,112,307.5,755
Langat 2,15/4/2022,Manganese (Mn),0.31,0.6,0.89
Langat 2,16/4/2022,Color,10,13.67,19
Langat 2,16/4/2022,pH,7.06,7.12,7.21
Langat 2,16/4/2022,Ammonia (NH4),0.1,0.18,0.26
Langat 2,16/4/2022,Ferum/Iron (Fe),0.8,1.73,2.66
Langat 2,16/4/2022,Turbidity,142,214.67,369
Langat 2,16/4/2022,Manganese (Mn),0.2,0.39,0.58
Langat 2,17/4/2022,Color,10,18.67,36
Langat 2,17/4/2022,pH,7.13,7.18,7.25
Langat 2,17/4/2022,Ammonia (NH4),0.12,0.24,0.35
Langat 2,17/4/2022,Ferum/Iron (Fe),1.3,2.61,3.92
Langat 2,17/4/2022,Turbidity,144,303.17,829
Langat 2,17/4/2022,Manganese (Mn),0.14,0.45,0.76
Langat 2,18/4/2022,Color,11,19.67,38
Langat 2,18/4/2022,pH,7.06,7.25,7.44
Langat 2,18/4/2022,Ammonia (NH4),0.12,0.13,0.13
Langat 2,18/4/2022,Ferum/Iron (Fe),1.3,2.24,3.17
Langat 2,18/4/2022,Turbidity,170,238.17,359
Langat 2,18/4/2022,Manganese (Mn),0.13,0.35,0.56
Langat 2,19/4/2022,Color,12,15.5,19
Langat 2,19/4/2022,pH,7.13,7.19,7.24
Langat 2,19/4/2022,Ammonia (NH4),0.04,0.09,0.13
Langat 2,19/4/2022,Ferum/Iron (Fe),0.78,1.06,1.33
Langat 2,19/4/2022,Turbidity,80,163.67,302
Langat 2,19/4/2022,Manganese (Mn),0.2,0.38,0.56
Langat 2,20/4/2022,Color,6,15.67,42
Langat 2,20/4/2022,pH,6.92,7.11,7.22
Langat 2,20/4/2022,Ammonia (NH4),0.1,0.11,0.12
Langat 2,20/4/2022,Ferum/Iron (Fe),1.2,1.34,1.48
Langat 2,20/4/2022,Turbidity,48,252.9,1073
Langat 2,20/4/2022,Manganese (Mn),0.18,0.19,0.19
Langat 2,21/4/2022,Color,12,19.17,29
Langat 2,21/4/2022,pH,6.9,7.08,7.21
Langat 2,21/4/2022,Ammonia (NH4),0.19,0.45,0.7
Langat 2,21/4/2022,Ferum/Iron (Fe),2.4,2.59,2.78
Langat 2,21/4/2022,Turbidity,242,455.67,921
Langat 2,21/4/2022,Manganese (Mn),0.57,0.68,0.78
Langat 2,22/4/2022,Color,10,12.5,19
Langat 2,22/4/2022,pH,7.07,7.12,7.18
Langat 2,22/4/2022,Ammonia (NH4),0.09,0.41,0.72
Langat 2,22/4/2022,Ferum/Iron (Fe),1.44,2.12,2.8
Langat 2,22/4/2022,Turbidity,97,205.17,280
Langat 2,22/4/2022,Manganese (Mn),0.18,0.45,0.71
Langat 2,23/4/2022,Color,8,10.5,13
Langat 2,23/4/2022,pH,7.1,7.15,7.2
Langat 2,23/4/2022,Ammonia (NH4),0.08,0.09,0.1
Langat 2,23/4/2022,Ferum/Iron (Fe),1.4,1.58,1.76
Langat 2,23/4/2022,Turbidity,74,102.5,212
Langat 2,23/4/2022,Manganese (Mn),0.19,0.19,0.19
Langat 2,24/4/2022,Color,16,20.67,25
Langat 2,24/4/2022,pH,6.98,7.06,7.12
Langat 2,24/4/2022,Ammonia (NH4),0.4,0.43,0.45
Langat 2,24/4/2022,Ferum/Iron (Fe),5.32,5.56,5.8
Langat 2,24/4/2022,Turbidity,378,559.67,750
Langat 2,24/4/2022,Manganese (Mn),4.02,5.44,6.86
Langat 2,25/4/2022,Color,10,12.17,16
Langat 2,25/4/2022,pH,7.01,7.06,7.11
Langat 2,25/4/2022,Ammonia (NH4),0.1,0.15,0.19
Langat 2,25/4/2022,Ferum/Iron (Fe),1.81,2.3,2.79
Langat 2,25/4/2022,Turbidity,90,204.17,295
Langat 2,25/4/2022,Manganese (Mn),0.19,0.36,0.52
Langat 2,26/4/2022,Color,10,13,16
Langat 2,26/4/2022,pH,7.02,7.1,7.18
Langat 2,26/4/2022,Ammonia (NH4),0.14,0.15,0.15
Langat 2,26/4/2022,Ferum/Iron (Fe),1.65,1.7,1.75
Langat 2,26/4/2022,Turbidity,117,148.83,171
Langat 2,26/4/2022,Manganese (Mn),0.32,0.34,0.35
Langat 2,27/4/2022,Color,10,11.5,13
Langat 2,27/4/2022,pH,7.1,7.13,7.15
Langat 2,27/4/2022,Ammonia (NH4),0.1,0.11,0.11
Langat 2,27/4/2022,Ferum/Iron (Fe),1.32,1.6,1.88
Langat 2,27/4/2022,Turbidity,97,115.83,129
Langat 2,27/4/2022,Manganese (Mn),0.2,0.21,0.22
Langat 2,28/4/2022,Color,8,9.5,11
Langat 2,28/4/2022,pH,7.14,7.18,7.23
Langat 2,28/4/2022,Ammonia (NH4),0.05,0.06,0.07
Langat 2,28/4/2022,Ferum/Iron (Fe),0.97,1.11,1.24
Langat 2,28/4/2022,Turbidity,54,74,104
Langat 2,28/4/2022,Manganese (Mn),0.15,0.17,0.18
Langat 2,29/4/2022,Color,12,14.17,17
Langat 2,29/4/2022,pH,7.07,7.12,7.19
Langat 2,29/4/2022,Ammonia (NH4),0.12,0.14,0.15
Langat 2,29/4/2022,Ferum/Iron (Fe),1.14,1.17,1.2
Langat 2,29/4/2022,Turbidity,57,133,178
Langat 2,29/4/2022,Manganese (Mn),0.23,0.26,0.28
Langat 2,30/4/2022,Color,10,15.67,22
Langat 2,30/4/2022,pH,7.13,7.17,7.22
Langat 2,30/4/2022,Ammonia (NH4),0.16,0.17,0.17
Langat 2,30/4/2022,Ferum/Iron (Fe),1.76,2.98,4.2
Langat 2,30/4/2022,Turbidity,185,327,578
Langat 2,30/4/2022,Manganese (Mn),0.4,0.5,0.59
Langat 2,1/5/2022,Color,8,14.67,18
Langat 2,1/5/2022,pH,7.14,7.18,7.22
Langat 2,1/5/2022,Ammonia (NH4),0.16,0.22,0.27
Langat 2,1/5/2022,Ferum/Iron (Fe),1.11,3.12,5.12
Langat 2,1/5/2022,Turbidity,100,211,291
Langat 2,1/5/2022,Manganese (Mn),0.24,0.43,0.61
Langat 2,2/5/2022,Color,12,16.33,19
Langat 2,2/5/2022,pH,7.13,7.17,7.2
Langat 2,2/5/2022,Ammonia (NH4),0.19,0.24,0.29
Langat 2,2/5/2022,Ferum/Iron (Fe),0.24,1.17,2.09
Langat 2,2/5/2022,Turbidity,132,180.5,232
