Month,WTP,New WTP,SIpH,SIDO,SISS,SIBOD,SICOD,SIAN,WQI
7/31/2022,Langat 2,Langat 2,,,,,,,91.1
7/31/2022,Intake Semantan (Langat 2),Intake Semantan (Langat 2),,,,,,,93.3
8/31/2021,BERNAM RIVER HEADWORKS,Bernam River Headworks (New),98.73998,96.0628794,77.31244979,91.3055,87.795,80.55,88.8
8/31/2021,RANTAU PANJANG,Rantau Panjang New,98.930653,86.3802704,62.82254821,92.1515,86.199,77.6300991,83.9
8/31/2021,NORTH HUMMOCK,North Hummock,85.249792,32.8013088,96.29067101,82.9301,72.5,84.75,72.9
8/31/2021,BATANG KALI,Batang Kali,98.042368,57.821725,96.89312275,84.4106,77.288,84.75,81.1
8/31/2021,KUALA KUBU BARU,Kuala Kubu Bharu,99.319552,100,95.09892502,91.517,93.913,90,95
8/31/2021,KALUMPANG,Kalumpang,98.178148,100,87.22958698,97.1006,82.741,92.1,93.2
8/31/2021,SELISEK,Sungai Selisek,97.679573,95.308125,77.31244979,98.4119,88.194,90,91.4
8/31/2021,SG DUSUN,Sungai Dusun,98.308592,92.6633562,96.29067101,93.8435,91.253,87.9,93.2
8/31/2021,SG TENGI,Sungai Tengi,98.723125,100,75.50061967,89.9942,79.948,88.95,89.2
8/31/2021,SG BUAYA,Unknown,,,,,,,
3/31/2021,Sungai Selangor Fasa 2,Sungai Selangor Fasa 2 Stream C,94.448708,44.6621874,94.50957173,95.0702,89.79,77.4,80.3
8/31/2021,SG SIREH,Sungai Sireh,98.930653,72.3810214,83.08487939,90.3749,81.012,69,81.6
8/31/2021,SG LANGAT,Sungai Langat,97.828693,82.9554958,92.19494389,89.2328,88.593,78.45,87.6
8/31/2021,BUKIT TAMPOI,Bukit Tampoi New,98.723125,85.1990838,67.99123262,83.7761,70.86165832,42.85582775,75.2
8/31/2021,CHERAS MILE 11,Cheras Batu 11,98.777008,51.1048,76.85438084,78.6324304,86.332,30.77598149,68.8
8/31/2021,SALAK TINGGI,Salak Tinggi,97.7548,5.5278416,56.25488347,91.1786,71.21254739,57.64732959,59.3
8/31/2021,SG PANGSOON,Sungai Pangsoon,97.73792,97.2215376,97.5,92.2784,96.44,91.05,95.3
8/31/2021,SG LOLO,Sungai Lolo - Baru,95.59838,100,96.89312275,89.4866,87.529,90,93.5
8/31/2021,SG SERAI,Sungai Serai,98.287955,100,96.89312275,94.9856,94.977,87.9,95.7
8/31/2021,BUKIT NANAS,Bukit Nanas,95.9968,6.3053376,96.89312275,82.1687,90.854,85.66038147,71.4
8/31/2021,SG BATU,Sungai Batu,98.110925,88.4255824,96.29067101,83.6915,82.209,90,89.2
8/31/2021,GOMBAK,Sungai Gombak,99.574528,100,96.29067101,88.2599,91.253,85.8,93.6
8/31/2021,AMPANG INTAKE,Ampang Intake,81.668555,100,94.50957173,92.9552,95.376,90,93.3
8/31/2021,SG RANGKAP,Sungai Rangkap,99.159355,100,96.29067101,89.2751,93.115,93.15,95.1
8/31/2021,KEPONG,Kepong,96.603395,100,96.89312275,89.5289,94.046,92.1,95
8/31/2021,SG RUMPUT,Sungai Rumput,93.638,100,95.09892502,86.4833,88.726,90,92.6
8/31/2021,WANGSA MAJU,Wangsa Maju,99.600397,5.68,96.89312275,91.8131,94.312,69,71.6
8/31/2021,SG SEMENYIH,Sungai Semenyih,96.9425,8.606175,75.05610483,86.6102,80.48,79.91983869,66.9
8/31/2021,SG LABU,Sungai Labu,99.547325,65.2667968,96.29067101,84.4106,87.263,91.05,85.4
8/31/2021,SEMENYIH 2,Semenyih 2,98.9792,33.6569424,95.69261497,84.2837,84.603,73.22182087,75.1
8/31/2021,SSP 1,Sungai Selangor Fasa 1,99.35,86.9042134,51.64326846,85.2143,85.401,80.85223858,81.3
8/31/2021,RASA,Rasa,96.853933,77.8788802,80.6167457,90.3749,91.652,92.1,87.3
8/31/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 1,99.160048,72.3810214,37.25347537,92.8283,82.741,88.95,78
8/31/2021,LANGAT 2,Langat 2,99.275555,100,93.9245259,86.1449,93.381,95.25,94.5
8/31/2021,LABOHAN DAGANG,Labohan Dagang,99.3913,89.680475,96.89312275,84.5375,83.805,93.15,90.6
8/31/2022,Sungai Sireh,Sungai Sireh,,,,,,,79
8/31/2022,Bernam River Headworks,Bernam River Headworks,,,,,,,88.1
8/31/2022,RANTAU PANJANG,Rantau Panjang New,,,,,,,81.9
8/31/2022,North Hummock,North Hummock,,,,,,,84.5
8/31/2022,Batang Kali,Batang Kali,,,,,,,80.7
8/31/2022,Kuala Kubu Baru,Kuala Kubu Bharu,,,,,,,89.1
8/31/2022,Kalumpang,Kalumpang,,,,,,,93
8/31/2022,Sungai Selisek,Sungai Selisek,,,,,,,85.7
8/31/2022,Sungai Dusun,Sungai Dusun,,,,,,,89.6
8/31/2022,Sungai Tengi,Sungai Tengi,,,,,,,91.6
8/31/2022,Wangsa Maju,Wangsa Maju,,,,,,,74.3
8/31/2022,Bukit Nanas,Bukit Nanas,,,,,,,71.3
8/31/2022,Sungai Batu,Sungai Batu,,,,,,,87.2
8/31/2022,Sungai Gombak,Sungai Gombak,,,,,,,93.1
8/31/2022,Ampang Intake,Ampang Intake,,,,,,,94.1
8/31/2022,Sungai Rangkap,Sungai Rangkap,,,,,,,92.3
8/31/2022,Kepong,Kepong,,,,,,,93.5
8/31/2022,Sungai Rumput,Sungai Rumput,,,,,,,92.5
8/31/2022,Sungai Selangor Fasa 1,Sungai Selangor Fasa 1,,,,,,,78.7
3/31/2021,Sungai Selangor Fasa 2,Sungai Selangor Fasa 2 Stream D,94.448708,44.6621874,94.50957173,95.0702,89.79,77.4,80.3
8/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 1,,,,,,,73
8/31/2022,Rasa,Rasa,,,,,,,80
8/31/2022,Bukit Tampoi,Bukit Tampoi,,,,,,,79.7
8/31/2022,Salak Tinggi,Salak Tinggi,,,,,,,68.2
8/31/2022,Sungai Semenyih,Sungai Semenyih,,,,,,,74.3
8/31/2022,Sungai Labu,Sungai Labu,,,,,,,86.6
8/31/2022,Semenyih 2,Semenyih 2,,,,,,,89.3
8/31/2022,Labohan Dagang,Labohan Dagang,,,,,,,92.1
8/31/2022,Sungai Langat,Sungai Langat,,,,,,,93.5
8/31/2022,Cheras Batu 11,Cheras Batu 11,,,,,,,80.5
8/31/2022,Sungai Pangsoon,Sungai Pangsoon,,,,,,,91.9
8/31/2022,Sungai Lolo,Sungai Lolo,,,,,,,92
8/31/2022,Sungai Serai,Sungai Serai,,,,,,,92.4
8/31/2022,Langat 2,Langat 2,,,,,,,90.7
8/31/2022,Intake Semantan (Langat 2),Intake Semantan (Langat 2),,,,,,,92
9/30/2021,BERNAM RIVER HEADWORKS,Bernam River Headworks (New),99.026413,91.489375,57.01459772,77.30641086,85.268,75.39796886,80.8
9/30/2021,RANTAU PANJANG,Rantau Panjang New,98.178148,86.1684,91.06289964,96.5507,90.987,80.85223858,90.3
9/30/2021,NORTH HUMMOCK,North Hummock,89.2673,7.2924,88.30468878,97.0583,68.44960587,59.79056748,64.8
9/30/2021,BATANG KALI,Batang Kali,94.082957,64.405,96.29067101,97.7351,93.514,77.4,86
9/30/2021,KUALA KUBU BARU,Kuala Kubu Bharu,99.281677,100,95.69261497,98.1158,87.396,85.8,94.7
9/30/2021,KALUMPANG,Kalumpang,98.4337,100,96.29067101,97.9889,93.913,88.95,96.2
9/30/2021,SELISEK,Sungai Selisek,99.116837,88.1274862,88.84822437,98.0735,90.322,95.25,92.9
9/30/2021,SG DUSUN,Sungai Dusun,96.9425,100,94.50957173,97.6082,92.317,76.35,93.5
9/30/2021,SG TENGI,Sungai Tengi,97.7548,100,79.65495716,98.7926,88.061,87.9,92.5
9/30/2021,SG BUAYA,Unknown,,,,,,,
3/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,80.7
9/30/2021,SG SIREH,Sungai Sireh,98.244037,88.1274862,93.9245259,77.74604353,46.08038911,86.85,81.4
9/30/2021,SG LANGAT,Sungai Langat,97.901252,100,78.7074274,91.0517,88.859,67.01368113,87.9
9/30/2021,BUKIT TAMPOI,Bukit Tampoi New,98.9792,82.259425,76.39973485,77.70197385,79.283,39.31613385,75.5
9/30/2021,CHERAS MILE 11,Cheras Batu 11,97.679573,47.5055488,67.99123262,82.5494,92.051,40.38245577,69.5
9/30/2021,SALAK TINGGI,Salak Tinggi,98.4337,61.9406426,46.06582649,86.3564,79.283,64.27271573,71.5
9/30/2021,SG PANGSOON,Sungai Pangsoon,95.19662,97.5134112,96.89312275,90.671,86.864,90,93
9/30/2021,SG LOLO,Sungai Lolo - Baru,99.159355,100,96.29067101,92.1938,95.642,91.05,95.8
9/30/2021,SG SERAI,Sungai Serai,99.12728,92.4183888,96.89312275,93.7166,96.041,83.7,93.5
9/30/2021,BUKIT NANAS,Bukit Nanas,94.802453,0,96.89312275,90.248,91.519,62.37265492,68
9/30/2021,SG BATU,Sungai Batu,99.600397,82.3761488,95.69261497,77.30641086,80.48,91.05,86.6
9/30/2021,GOMBAK,Sungai Gombak,97.86862,100,96.29067101,98.9618,89.657,81.6,94.5
9/30/2021,AMPANG INTAKE,Ampang Intake,96.34382,100,94.50957173,98.3696,94.711,87.9,95.7
9/30/2021,SG RANGKAP,Sungai Rangkap,96.770395,100,95.69261497,98.2004,96.573,75.3,94.3
9/30/2021,KEPONG,Kepong,95.093155,93.4532902,96.29067101,95.4509,92.982,90,93.9
9/30/2021,SG RUMPUT,Sungai Rumput,93.757195,100,93.3437585,100.0193,99.1,88.95,96.4
9/30/2021,WANGSA MAJU,Wangsa Maju,97.445888,20.8280854,96.29067101,77.74604353,90.056,68.62362696,71.2
9/30/2021,SG SEMENYIH,Sungai Semenyih,96.580228,54.6971392,66.45741652,95.6201,96.573,81.6,80.1
9/30/2021,SG LABU,Sungai Labu,97.365325,38.1463066,96.89312275,99.4271,97.371,93.15,84
9/30/2021,SEMENYIH 2,Semenyih 2,98.110925,42.13,95.09892502,88.0907,90.987,96.3,82
9/30/2021,SSP 1,Sungai Selangor Fasa 1,98.494253,40.7960758,91.06289964,97.9043,88.327,84.75,80.8
9/30/2021,RASA,Rasa,97.901252,82.3761488,95.09892502,98.3273,91.785,92.1,92.3
9/30/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 1,96.672797,36.977825,73.31113821,77.61390553,84.337,88.95,73
9/30/2021,LANGAT 2,Langat 2,99.12728,100,89.39578585,85.172,90.854,65.82722779,88.8
9/30/2021,LABOHAN DAGANG,Labohan Dagang,97.200197,65.5530576,96.29067101,78.14373847,89.391,91.05,84.3
9/30/2022,Sungai Sireh,Sungai Sireh,,,,,,,73.3
9/30/2022,Bernam River Headworks,Bernam River Headworks,,,,,,,85.2
9/30/2022,RANTAU PANJANG,Rantau Panjang New,,,,,,,82.1
9/30/2022,North Hummock,North Hummock,,,,,,,80.3
9/30/2022,Batang Kali,Batang Kali,,,,,,,79.4
9/30/2022,Kuala Kubu Baru,Kuala Kubu Bharu,,,,,,,93.5
9/30/2022,Kalumpang,Kalumpang,,,,,,,96.3
9/30/2022,Sungai Selisek,Sungai Selisek,,,,,,,87.7
9/30/2022,Sungai Dusun,Sungai Dusun,,,,,,,89.7
9/30/2022,Sungai Tengi,Sungai Tengi,,,,,,,94.6
9/30/2022,Wangsa Maju,Wangsa Maju,,,,,,,73.7
9/30/2022,Bukit Nanas,Bukit Nanas,,,,,,,78.9
9/30/2022,Sungai Batu,Sungai Batu,,,,,,,86.8
9/30/2022,Sungai Gombak,Sungai Gombak,,,,,,,91.1
9/30/2022,Ampang Intake,Ampang Intake,,,,,,,91.7
9/30/2022,Sungai Rangkap,Sungai Rangkap,,,,,,,94.1
9/30/2022,Kepong,Kepong,,,,,,,93.7
9/30/2022,Sungai Rumput,Sungai Rumput,,,,,,,90.5
9/30/2022,Sungai Selangor Fasa 1,Sungai Selangor Fasa 1,,,,,,,85.1
3/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,80.7
9/30/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 1,,,,,,,85.5
9/30/2022,Rasa,Rasa,,,,,,,77.9
9/30/2022,Bukit Tampoi,Bukit Tampoi,,,,,,,91.9
9/30/2022,Salak Tinggi,Salak Tinggi,,,,,,,77.3
9/30/2022,Sungai Semenyih,Sungai Semenyih,,,,,,,79
9/30/2022,Sungai Labu,Sungai Labu,,,,,,,87.3
9/30/2022,Semenyih 2,Semenyih 2,,,,,,,91.3
9/30/2022,Labohan Dagang,Labohan Dagang,,,,,,,80.3
9/30/2022,Sungai Langat,Sungai Langat,,,,,,,91
9/30/2022,Cheras Batu 11,Cheras Batu 11,,,,,,,85.9
9/30/2022,Sungai Pangsoon,Sungai Pangsoon,,,,,,,96.6
9/30/2022,Sungai Lolo,Sungai Lolo,,,,,,,94.9
9/30/2022,Sungai Serai,Sungai Serai,,,,,,,95
9/30/2022,Langat 2,Langat 2,,,,,,,93.6
9/30/2022,Intake Semantan (Langat 2),Intake Semantan (Langat 2),,,,,,,91.6
1/31/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,81
10/31/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,78.9
11/30/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,84.2
12/31/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,82.9
2/28/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,83.9
3/31/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,81.8
4/30/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,81.7
5/31/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,85.5
6/30/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,85.4
7/31/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,88.9
8/31/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,81.9
9/30/2022,RANTAU PANJANG,Rantau Panjang Old,,,,,,,82.1
1/31/2021,Rantau Panjang,Rantau Panjang Old,97.828693,94.0551414,45.41001156,93.4628,86.066,82.74593147,83.6
10/31/2021,RANTAU PANJANG,Rantau Panjang Old,98.287955,90.603825,83.58961808,94.6049,87.529,72.79316921,88
11/30/2021,RANTAU PANJANG,Rantau Panjang Old,98.648,87.1114722,57.25405397,97.6505,90.056,73.65264843,84.2
12/31/2021,RANTAU PANJANG,Rantau Panjang Old,99.023795,90.8735136,54.59313307,96.7622,89.258,86.15492887,86.2
2/28/2021,Rantau Panjang,Rantau Panjang Old,96.853933,85.3080544,77.31244979,91.7708,88.992,69.85249743,84.9
3/31/2021,Rantau Panjang,Rantau Panjang Old,95.581168,82.6087456,58.33416685,80.52516159,83.938,81.32202946,79.9
4/30/2021,RANTAU PANJANG,Rantau Panjang Old,98.880772,86.3802704,79.17942196,90.3749,85.135,79.91983869,86.3
5/31/2021,RANTAU PANJANG,Rantau Panjang Old,98.494253,80.4754,60.77251842,94.5626,83.273,71.94234394,81.3
6/30/2021,RANTAU PANJANG,Rantau Panjang Old,97.670755,85.0898,61.44529507,96.593,82.874,77.4,83.5
7/31/2021,RANTAU PANJANG,Rantau Panjang Old,98.611357,82.8402,68.77588083,93.0398,90.588,73.22182087,84.2
8/31/2021,RANTAU PANJANG,Rantau Panjang Old,98.930653,86.3802704,62.82254821,92.1515,86.199,77.6300991,83.9
9/30/2021,RANTAU PANJANG,Rantau Panjang Old,98.178148,86.1684,91.06289964,96.5507,90.987,80.85223858,90.3
1/31/2021,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,96.580228,79.1291342,63.883794,91.8977,87.13,87.9,83.8
1/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,75.4
10/31/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 2,97.31678,71.0196954,79.17942196,95.4509,87.928,72.15,83
10/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,77
11/30/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 2,96.770395,60.4771966,65.70793171,99.554,87.662,83.7,80.9
11/30/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,84.8
12/31/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 2,98.90942,39.0265822,50.13346927,97.5236,83.007,85.8,73.2
12/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,84.8
2/28/2021,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,93.048925,37.1235408,63.883794,95.1971,85.534,95.25,75.6
2/28/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,82.7
3/31/2021,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,96.294517,56.4855328,81.5929871,97.7351,97.77,86.85,84.3
3/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,65.6
4/30/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 2,97.828693,63.2492624,82.58387809,92.0246,88.992,81.32202946,82.8
4/30/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,81
5/31/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 2,99.160048,76.7332,84.61040919,98.5388,84.736,83.7,87.2
5/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,85.6
6/30/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 2,99.19022,80.4754,87.22958698,97.2275,85.534,83.7,88.3
6/30/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,77.2
7/31/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 2,97.972477,37.7074,57.34244207,94.055,85.401,86.85,73.8
7/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,77.2
8/31/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 2,99.160048,72.3810214,37.25347537,92.8283,82.741,88.95,78
8/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,73
9/30/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 2,96.672797,36.977825,73.31113821,77.61390553,84.337,88.95,73
9/30/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 2,,,,,,,85.5
4/30/2021,SSP2,Sungai Selangor Fasa 2 Stream C,97.679573,71.5664098,69.5725707,96.8468,87.13,86.85,84
4/30/2021,SSP2,Sungai Selangor Fasa 2 Stream D,97.679573,71.5664098,69.5725707,96.8468,87.13,86.85,84
4/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,85.9
4/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,85.9
5/31/2021,SSP2,Sungai Selangor Fasa 2 Stream C,97.200197,54.0996,93.3437585,97.4813,86.066,84.75,83.5
5/31/2021,SSP2,Sungai Selangor Fasa 2 Stream D,97.200197,54.0996,93.3437585,97.4813,86.066,84.75,83.5
5/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,80.9
5/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,80.9
6/30/2021,SSP2,Sungai Selangor Fasa 2 Stream C,98.829557,57.08,89.94740053,89.7404,86.332,78.45,81.4
6/30/2021,SSP2,Sungai Selangor Fasa 2 Stream D,98.829557,57.08,89.94740053,89.7404,86.332,78.45,81.4
6/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,88.7
6/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,88.7
7/31/2021,SSP2,Sungai Selangor Fasa 2 Stream C,99.116837,64.405,90.5030959,93.0821,90.322,81.6,84.9
7/31/2021,SSP2,Sungai Selangor Fasa 2 Stream D,99.116837,64.405,90.5030959,93.0821,90.322,81.6,84.9
7/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,77.5
7/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,77.5
8/31/2021,SSP2,Sungai Selangor Fasa 2 Stream C,98.174195,40.5003962,69.5725707,91.3055,88.061,94.2,77.4
8/31/2021,SSP2,Sungai Selangor Fasa 2 Stream D,98.174195,40.5003962,69.5725707,91.3055,88.061,94.2,77.4
8/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,82.4
8/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,82.4
9/30/2021,SSP2,Sungai Selangor Fasa 2 Stream C,91.186532,71.0196954,67.21846436,89.9519,81.81,71.10007401,78.2
9/30/2021,SSP2,Sungai Selangor Fasa 2 Stream D,91.186532,71.0196954,67.21846436,89.9519,81.81,71.10007401,78.2
9/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,79.7
9/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,79.7
